"Sampling Date
تاريخ سحب العينة","Sample Category
فئة العينة","Sample Name
اسم العينة","Sample ID
رمز العينة","Facility Name
اسم المنشأة","Municipality name 
اسم البلدية","Valid/ Invalid 
مطابقة/غير مطابقة","""Invalid test
الاختبار الغير مطابق"""
07/01/2025,الخضار المشوية و المطبوخة ,ايدام مصقع,GCV-0158-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الليمون (Lemons),قطع الليمون,UU-le-0366-R01,مطعم نكهة الشعبيات,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الخضار المشوية و المطبوخة ,ايدام بامية,GCV-0159-R01,مطاعم اطباق وطني,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الخضار المشوية و المطبوخة ,مشكل فرن,GCV-0160-R01,مطاعم اطباق وطني,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,البصل (onions),قطع البصل,OOu-on-0430-R01,مطاعم اطباق وطني,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,الدجاج (Poultry),دجاج مظبي,po-0092-R01,مطاعم اطباق وطني,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,(Swabs) المسحات,مسحة ادوات التقطيع,sw-2174-R01,مطاعم اطباق وطني,بلدية العريجاء,مطابقة,لا يوجد
07/01/2025,(Swabs) المسحات,مسحة ادوات التحضير,sw-2175-R01,مطاعم اطباق وطني,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا
07/01/2025,(Swabs) المسحات,مسحة طاولة تقطيع خضار,sw-2176-R01,مطاعم اطباق وطني,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | استافيلوكوكس اورياس
07/01/2025,(Swabs) المسحات,مسحة فرامة طماطم,sw-2177-R01,مطاعم اطباق وطني,بلدية العريجاء,غير مطابقة,العد الكلي للبكتيريا | ايشيريشيا كولاي | استافيلوكوكس اورياس
11/01/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-0972-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,العصائر الطازجة Un-pasteurized juices (fresh),عصير برتقال طازج,jui-0367-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الخبـز (Bread) ,خبز بريوشة,Br-0072-R01,مطعم مارلو,بلدية الروضة,غير مطابقة,انتيروباكتريسي
11/01/2025,كبدة (liver),كبدة غنم مطبوخ,1-2650-R01,مطعم مارلو,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
11/01/2025,الدجاج المطبوخ (Cooked chicken) ,قطع دجاج مشوي,co-0424-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),صوص الجرجير,sau-1052-R01,مطعم مارلو,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
11/01/2025,صوص (sauce),صوص ترفل,sau-1053-R01,مطعم مارلو,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
11/01/2025,صوص (sauce),صوص شيدر,sau-1054-R01,مطعم مارلو,بلدية الروضة,غير مطابقة,انتيروباكتريسي
11/01/2025,(tuna) تونة,تونة سبايسي,1-2651-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),صوص كراميل مالح,sau-1055-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),صوص كيندر,sau-1056-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),صوص نونيلا,sau-1057-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),سيزر صوص,sau-1058-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,صوص (sauce),صوص سبايسي,sau-1059-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,نكهات مركزة ( Syrup ),نكهة توت احمر,1-2652-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,نكهات مركزة ( Syrup ),نكهة خوخ,1-2653-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة يد عامل,sw-2178-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة طاولة اعداد,sw-2179-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة طاولة اعداد,sw-2180-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة يد عامل,sw-2181-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة ثلاجة اعداد ثلج,sw-2182-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة سادة,cho-0074-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالبندق و رز محمص,cho-0075-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالبندق,cho-0076-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة باللوز,cho-0077-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة دارك,cho-0078-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة مكسرات و كريمة,cho-0079-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة حليب مع كوكيز,cho-0080-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة مع لوتس,cho-0081-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالمكسرات,cho-0082-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالويفر و المكسرات,cho-0083-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالبسكوت,cho-0084-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشوكولاته (Chocolate) ,شوكولاتة بالكورني فليكس,cho-0085-R01,حلوياتي باتشي,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,كروسان (croissant),كورسان سادة,1-2654-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Pie) فطيرة,فطيرة بالجبن,1-2655-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Pie) فطيرة,فطيرة حلاوة طحينة,1-2656-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Pie) فطيرة,فطيرة لبنة,1-2657-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Pie) فطيرة,فطيرة لوتس,1-2658-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,(Swabs) المسحات,مسحة حافظة فطائر,sw-2183-R01,تلقيمة,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
11/01/2025,(Swabs) المسحات,مسحة ثلاجة اعداد ثلج,sw-2184-R01,تلقيمة,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,السلطة(Salad)  \t ,سلطة حمراء حارة,Sal-0973-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,السلطة(Salad)  \t ,زلطة لولو,Sal-0974-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,السلطة(Salad)  \t ,سلطة جرجير,Sal-0975-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,السلطة(Salad)  \t ,سطة زبادي بالخيار,Sal-0976-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,الشطة (Hot sauce),دقوس رواف,HS-0267-R01,مطعم مندي رواف,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا | انتيروباكتريسي
11/01/2025,الحلا(sweetness),حلا جلي القرية,sweet-0677-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,اللبان (yogurt),لين منعنع,yog-0001-R01,مطعم مندي رواف,بلدية الروضة,غير مطابقة,انتيروباكتريسي
11/01/2025,السلطة(Salad)  \t ,سلطة خضراء,Sal-0977-R01,مطعم مندي رواف,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
11/01/2025,السلطة(Salad)  \t ,سلطة حمرا صغير,Sal-0978-R01,مطعم مندي رواف,بلدية الروضة,غير مطابقة,استافيلوكوكس اورياس
11/01/2025,السلطة(Salad)  \t ,سلطة يصل مع فلفل وليمون,Sal-0979-R01,مطعم مندي رواف,بلدية الروضة,مطابقة,لا يوجد
11/01/2025,المياه الغير معبأة (Unbottled water),مياه حنفية لغسيل الادوات,Ubot-0844-R01,مطعم مارلو,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الاجبان (cheeses),شبية جبنة هالي فيتا,ch-0058-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الاجبان (cheeses),شبية جبنة اسكنراني بالفلفل,ch-0059-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الاجبان (cheeses),جبنة داري بيضاء,ch-0060-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الاجبان (cheeses),جبنة حلوم,ch-0061-R01,العثيم,بلدية الروضة,غير مطابقة,ايشيريشيا كولاي
12/01/2025,الاجبان (cheeses),شبية جبنة ماريتاهنغاري,ch-0062-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الاجبان (cheeses),جبنة الوادي قريش,ch-0063-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,حلاوة طحينة( Flour Sweetness),حلاوة طحنية هالي بالفستق,FlSwe-0053-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Mortadella) مرتديلا,مرتديلا لحم بيبي,1-2660-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Mortadella) مرتديلا,مرتديلا دجاج بيبي,1-2661-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,لبنة ( brick),لبنة بربزيدن,bri-0247-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,القشطة (cream),شبية قشطة الطيب,Cre-0033-R01,العثيم,بلدية الروضة,غير مطابقة,العد الكلي للبكتيريا
12/01/2025,الزيتون /Olive,زيتون كوبوليفا اسود,olv-0372-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,الزيتون /Olive,زيتون السيا اخضر شرائح,olv-0373-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,الزيتون /Olive,زيتون مصري اخضر,olv-0374-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الزيتون /Olive,زيتون اندلسى اخضر,olv-0375-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,الزيتون /Olive,زيتون محشي جزر,olv-0376-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,الزيتون /Olive,زيتون اخضر مشوي,olv-0377-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,الباذنجان (eggplant),مكدوس باذنجان,OOSS-eg-0294-R01,العثيم,بلدية الروضة,غير مطابقة,خمائر
12/01/2025,المخلل (Pickle),مخلل ليمون,Pick-0294-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الشطة (Hot sauce),شطة حارة,HS-0268-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,المخلل (Pickle),مشكل مخلل,Pick-0295-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Swabs) المسحات,مسحة ثلاجة المخلل,sw-2185-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Swabs) المسحات,مسحة ثلاجة زيتون,sw-2186-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Swabs) المسحات,مسحة ثلاجة اللبنة,sw-2187-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Swabs) المسحات,مسحة ثلاجة الاجبان,sw-2188-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,(Swabs) المسحات,مسحة قطاعة مرتديلا,sw-2189-R01,العثيم,بلدية الروضة,مطابقة,لا يوجد
12/01/2025," الحمص   Homous , Tzatziki and other dips ",بابا غنوج,homo-0387-R01,مطعم صحاري دمشق,بلدية الروضة,مطابقة,لا يوجد
12/01/2025,الثوم (garlic),ثوم,O-U-ga-0135-R01,مطعم صحاري دمشق,بلدية الروضة,غير مطابقة,انتيروباكتريسي | الخمائر والاعفان
